name,brand,ram,ssd,old_price,current_price,gift,total_rating,avg_score,link
HP Elitebook 630 G10 i5 1335U (9J0B4PT),HP,RAM 16 GB,SSD 512 GB,23.590.000₫,21.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i5-19j0b4pt
Dell Inspiron 15 3530 i5 1335U (N5I5791W1),Dell,RAM 16 GB,SSD 512 GB,19.990.000₫,18.990.000₫,Quà100.000₫,8,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5791w1
Acer Gaming Aspire 7 A715 76G 59MW i5 12450H (NH.QMYSV.001),Acer,RAM 8 GB,SSD 512 GB,21.490.000₫,16.490.000₫,Quà1.890.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-59mw-i5-nhqmysv001
Dell Inspiron 15 3520 i5 1235U (N5I5011W1),Dell,RAM 16 GB,SSD 512 GB,16.990.000₫,16.490.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5011w1?utm_flashsale=1
MSI Gaming GF63 12UCX i5 12450H (841VN),MSI,RAM 8 GB,SSD 512 GB,17.990.000₫,14.990.000₫,Quà1.090.000₫,4,4.5,https://www.thegioididong.com/laptop/msi-gaming-gf63-12ucx-i5-841vn
HP 240 G10 i5 1335U (8F134PA),HP,RAM 8 GB,SSD 512 GB,18.790.000₫,15.990.000₫,Quà1.090.000₫,4,4.0,https://www.thegioididong.com/laptop/hp-240-g10-i5-8f134pa?utm_flashsale=1
MSI Modern 15 B7M R5 7530U (231VN),MSI,RAM 16 GB,SSD 512 GB,14.990.000₫,11.990.000₫,Quà1.090.000₫,11,4.5,https://www.thegioididong.com/laptop/msi-modern-15-b7m-r5-231vn
Lenovo V14 G4 IRU i3 1315U (83A0000TVN),Lenovo,RAM 8 GB,SSD 512 GB,13.690.000₫,10.190.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-v14-g4-iru-i3-win11-83a0000tvn
Lenovo Ideapad 3 15IAU7 i3 1215U (82RK00QYVN),Lenovo,RAM 8 GB,SSD 512 GB,11.790.000₫,9.990.000₫,Quà1.090.000₫,3,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk00qyvn
Asus Vivobook X415EA i3 1115G4 (EK2034W),Asus,RAM 8 GB,SSD 256 GB,10.990.000₫,8.990.000₫,Quà1.090.000₫,45,4.0,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i3-ek2034w
MSI Gaming Katana 15 B13VFK i7 13620H (676VN),MSI,RAM 16 GB,SSD 1 TB,31.990.000₫,29.490.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-katana-15-b13vfk-i7-676vn
HP Elitebook 630 G10 i7 1355U (873F2PA),HP,RAM 16 GB,SSD 512 GB,27.790.000₫,24.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-873f2pa
Asus Vivobook 14X OLED K3405VC i5 13500H (KM006W),Asus,RAM 16 GB,SSD 512 GB,28.490.000₫,24.490.000₫,Quà1.090.000₫,6,4.0,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-k3405vc-i5-km006w
Dell Inspiron 14 5440 Core 7 150U (7FN5J),Dell,RAM 16 GB,SSD 1 TB,26.990.000₫,24.490.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j
HP Pavilion 15 eg3095TU i5 1335U (8C5L6PA),HP,RAM 8 GB,SSD 512 GB,19.990.000₫,17.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3095tu-i5-8c5l6pa?utm_flashsale=1
Dell Inspiron 15 3530 i5 1335U (N3530-i5U085W11BLU),Dell,RAM 8 GB,SSD 512 GB,18.490.000₫,17.490.000₫,Quà100.000₫,9,4.0,https://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu
Acer Gaming Nitro 5 AN515 57 5669 i5 11400H (NH.QEHSV.001),Acer,RAM 8 GB,SSD 512 GB,23.790.000₫,16.490.000₫,Quà1.890.000₫,36,4.0,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-5669-i5-nhqehsv001?utm_flashsale=1
Dell Vostro 3520 i5 1235U (71030559),Dell,RAM 16 GB,SSD 512 GB,16.990.000₫,16.490.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-vostro-3520-i5-71030559
MSI Modern 15 B12MO i7 1255U (487VN),MSI,RAM 16 GB,SSD 512 GB,19.490.000₫,14.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i7-487vn
Acer Aspire 5 A514 56P 54TN i5 1335U (NX.KHRSV.004),Acer,RAM 8 GB,SSD 512 GB,15.990.000₫,14.290.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004
Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U (82XS002KVN),Lenovo,RAM 16 GB,SSD 512 GB,17.990.000₫,14.490.000₫,Quà1.090.000₫,26,4.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-light-14abr8-r5-82xs002kvn
Acer Aspire 5 A514 54 5127 i5 1135G7 (NX.A28SV.007),Acer,RAM 8 GB,SSD 512 GB,15.490.000₫,12.990.000₫,Quà1.090.000₫,25,4.0,https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007
Acer Gaming Nitro V ANV15 51 53NE i5 13420H (NH.QNASV.002),Acer,RAM 16 GB,SSD 512 GB,23.990.000₫,21.490.000₫,Quà1.890.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002
HP Pavilion X360 14 ek1048TU i5 1335U (80R26PA),HP,RAM 8 GB,SSD 512 GB,22.890.000₫,20.590.000₫,Quà1.090.000₫,7,4.0,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1048tu-i5-80r26pa?utm_flashsale=1
HP Pavilion 15 eg3033TX i5 1335U (8U6L6PA),HP,RAM 16 GB,SSD 512 GB,22.290.000₫,20.590.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3033tx-i5-8u6l6pa?utm_flashsale=1
Dell Inspiron 15 3530 i7 1355U (71011775),Dell,RAM 8 GB,SSD 512 GB,21.190.000₫,19.990.000₫,Quà100.000₫,11,4.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71011775
Asus Vivobook 14X OLED S3405VA i5 13500H (KM072W),Asus,RAM 16 GB,SSD 512 GB,22.990.000₫,19.490.000₫,Quà1.090.000₫,24,4.0,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-s3405va-i5-km072w
Lenovo Ideapad Slim 5 15IRU9 Core 5 120U (83D0000EVN),Lenovo,RAM 16 GB,SSD 512 GB,21.690.000₫,19.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn
HP 15 fd1064TU Ultra 5 125H (9Z2Y2PA),HP,RAM 16 GB,SSD 512 GB,20.990.000₫,18.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-15-fd1064tu-ultra-5-9z2y2pa
MSI Gaming GF63 Thin 12VE i5 12450H (460VN),MSI,RAM 8 GB,SSD 512 GB,22.490.000₫,17.990.000₫,Quà1.090.000₫,19,4.0,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn
Asus TUF Gaming F17 FX706HF i5 11400H (HX390W),Asus,RAM 16 GB,SSD 512 GB,19.990.000₫,17.990.000₫,Quà1.090.000₫,10,4.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f17-fx706hf-i5-hx390w
Dell Vostro 14 3430 i5 1335U (71011900),Dell,RAM 8 GB,SSD 512 GB,18.490.000₫,17.490.000₫,Quà100.000₫,6,4.5,https://www.thegioididong.com/laptop/dell-vostro-3430-i5-71011900
Acer Aspire 5 A515 58M 56YX i5 13420H (NX.KQ8SV.005),Acer,RAM 16 GB,SSD 512 GB,17.490.000₫,16.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005?utm_flashsale=1
MSI Gaming GF63 Thin 11UC i7 11800H (1228VN),MSI,RAM 8 GB,SSD 512 GB,20.490.000₫,16.490.000₫,Quà1.090.000₫,38,4.0,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11uc-i7-1228vn?utm_flashsale=1
Lenovo Yoga Slim 7 14IMH9 Ultra 7 155H (83CV001VVN),Lenovo,RAM 32 GB,SSD 1 TB,31.990.000₫,30.690.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-yoga-7-14imh9-ultra7-83cv001vvn
Dell Inspiron 14 7430 2-in-1 i7 1355U (i7U165W11SLU),Dell,RAM 16 GB,SSD 512 GB,29.490.000₫,27.990.000₫,Quà100.000₫,6,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu
Acer Gaming Nitro V ANV15 51 57B2 i5 13420H (NH.QN8SV.001),Acer,RAM 8 GB,SSD 512 GB,26.990.000₫,25.490.000₫,Quà1.890.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001
HP Envy X360 13 bf0090TU i7 1250U (76B13PA),HP,RAM 16 GB,SSD 512 GB,32.990.000₫,25.490.000₫,Quà1.090.000₫,15,5.0,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0090tu-i7-76b13pa?utm_flashsale=1
Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H (NH.QFHSV.001),Acer,RAM 8 GB,SSD 512 GB,27.990.000₫,20.990.000₫,Quà1.890.000₫,21,4.0,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001?utm_flashsale=1
Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN074W),Asus,RAM 8 GB,SSD 512 GB,23.990.000₫,19.490.000₫,Quà1.090.000₫,18,4.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn074w
MSI Gaming Thin 15 B12UCX i5 12450H (2046VN),MSI,RAM 16 GB,SSD 512 GB,18.990.000₫,16.990.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-thin-15-b12ucx-i5-2046vn
HP Pavilion 15 eg2062TX i5 1235U (7C0W7PA),HP,RAM 8 GB,SSD 512 GB,20.590.000₫,16.590.000₫,Quà1.090.000₫,12,4.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2062tx-i5-7c0w7pa?utm_flashsale=1
Dell Vostro 15 3520 i3 1215U (5M2TT1),Dell,RAM 8 GB,SSD 512 GB,13.790.000₫,11.690.000₫,Quà100.000₫,15,4.0,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i3-5m2tt1
Acer Aspire 3 A315 58 589K i5 1135G7 (NX.AM0SV.008),Acer,RAM 8 GB,SSD 256 GB,13.990.000₫,10.990.000₫,Quà1.090.000₫,29,4.0,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-589k-i5-nxam0sv008?utm_flashsale=1
MSI Gaming Sword 16 HX B14VFKG i7 14700HX (045VN),MSI,RAM 16 GB,SSD 1 TB,39.990.000₫,37.990.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn
HP Gaming VICTUS 16 s0139AX R7 7840HS (9Q986PA),HP,RAM 32 GB,SSD 512 GB,37.390.000₫,31.990.000₫,Quà4.080.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-victus-16-s0139ax-r7-9q986pa
Asus Zenbook 14 Flip OLED UP3404VA i5 1340P (KN038W),Asus,RAM 16 GB,SSD 512 GB,29.990.000₫,25.490.000₫,Quà1.090.000₫,8,4.0,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i5-kn038w
HP Gaming VICTUS 16 r0130TX i5 13500H (8C5N5PA),HP,RAM 16 GB,SSD 512 GB,29.690.000₫,24.290.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa
Dell Inspiron 14 5440 Core 7 150U (N4I7204W1),Dell,RAM 16 GB,SSD 512 GB,25.990.000₫,23.990.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-n4i7204w1
HP Envy X360 13 bf0112TU i5 1230U (7C0N9PA),HP,RAM 16 GB,SSD 512 GB,29.590.000₫,22.490.000₫,Quà1.090.000₫,6,4.0,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0112tu-i5-7c0n9pa?utm_flashsale=1
Acer Aspire Lite AL16 51P 596H i5 1235U (NX.KWZSV.002),Acer,RAM 8 GB,SSD 512 GB,13.990.000₫,13.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002
Lenovo LOQ Gaming 15IRH8 i7 13620H (82XV00QXVN),Lenovo,RAM 16 GB,SSD 512 GB,31.990.000₫,27.990.000₫,Quà1.090.000₫,3,4.0,https://www.thegioididong.com/laptop/lenovo-loq-gaming-15irh8-i7-82xv00qxvn
MacBook Air 15 inch M2 Sạc 35W,MacBook,RAM 8 GB,SSD 256 GB,32.290.000₫,26.990.000₫,Quà500.000₫,8,5.0,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2023
Asus Vivobook S 16 OLED S5606MA Ultra 5 125H (MX050W),Asus,RAM 16 GB,SSD 512 GB,27.990.000₫,24.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w
Acer Gaming Nitro V ANV15 51 58AN i5 13420H (NH.QNASV.001),Acer,RAM 8 GB,SSD 512 GB,21.490.000₫,20.490.000₫,Quà1.890.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-58an-i5-nhqnasv001
Asus TUF Gaming F15 FX506HC i5 11400H (HN949W),Asus,RAM 16 GB,SSD 512 GB,22.990.000₫,19.490.000₫,Quà1.090.000₫,32,4.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx506hc-i5-hn949w
MSI Gaming Thin 15 B12UC i5 12450H (2045VN),MSI,RAM 16 GB,SSD 512 GB,20.990.000₫,18.990.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-thin-15-b12uc-i5-2045vn
HP 240 G9 i5 1235U (9T2G2PT),HP,RAM 16 GB,SSD 512 GB,19.590.000₫,15.790.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-240-g9-i5-9t2g2pt
HP 240 G9 i5 1235U (6L1Y1PA),HP,RAM 8 GB,SSD 256 GB,17.590.000₫,13.490.000₫,Quà1.090.000₫,31,4.0,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y1pa?utm_flashsale=1
MSI Modern 15 B13M i5 1335U (438VN),MSI,RAM 8 GB,SSD 512 GB,18.490.000₫,11.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-modern-15-b13m-i5-438vn?utm_flashsale=1
MSI Gaming Katana A15 AI B8VF R7 8845HS (419VN),MSI,RAM 16 GB,SSD 512 GB,30.990.000₫,29.990.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8vf-r7-419vn
Acer Swift Go 14 41 R251 R5 7430U (NX.KG3SV.005),Acer,RAM 16 GB,SSD 1 TB,19.490.000₫,17.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-swift-go-14-41-r251-r5-nxkg3sv005
HP Pavilion 15 eg2086TU i3 1215U (7C0Q8PA),HP,RAM 8 GB,SSD 256 GB,15.290.000₫,11.490.000₫,Quà1.090.000₫,21,4.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2086tu-i3-7c0q8pa?utm_flashsale=1
MSI Prestige 13 AI Evo A1MG Ultra 7 155H (062VN),MSI,RAM 32 GB,SSD 1 TB,33.990.000₫,31.990.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn
Dell Inspiron 16 5640 Core 7 150U (N5640-C7U161W11IBU),Dell,RAM 16 GB,SSD 1 TB,27.490.000₫,26.490.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu
Lenovo Ideapad Slim 5 16IMH9 Ultra 7 155H (83DC001SVN),Lenovo,RAM 32 GB,SSD 512 GB,27.690.000₫,25.690.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-16imh9-ultra-7-83dc001svn
HP Probook 450 G10 i5 1335U (9H1N5PT),HP,RAM 16 GB,SSD 512 GB,22.590.000₫,20.290.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-probook-450-g10-i5-9h1n5pt
Acer Swift 3 SF314 512 56QN i5 1240P (NX.K0FSV.002),Acer,RAM 16 GB,SSD 512 GB,23.990.000₫,18.490.000₫,Quà1.090.000₫,14,4.0,https://www.thegioididong.com/laptop/acer-swift-3-sf314-512-56qn-i5-nxk0fsv002?utm_flashsale=1
MSI Gaming Thin A15 B7UCX R5 7535HS (020VN),MSI,RAM 8 GB,SSD 512 GB,18.990.000₫,15.490.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-gaming-thin-a15-b7ucx-r5-020vn?utm_flashsale=1
Acer Swift Go 14 AI SFG14 73 53X7 Ultra 5 125H (NX.KSLSV.001),Acer,RAM 16 GB,SSD 512 GB,,23.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-53x7-ultra-5-nxkslsv001
Asus Vivobook 15 OLED A1505VA i9 13900H (L1201W),Asus,RAM 16 GB,SSD 512 GB,23.990.000₫,21.490.000₫,Quà1.090.000₫,4,4.0,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-l1201w
Acer Swift Go 14 AI SFG14 73 71ZX Ultra 7 155H (NX.KSLSV.002),Acer,RAM 16 GB,SSD 512 GB,,26.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002
Dell Inspiron 14 T7430 i5 1335U (N7430I58W1),Dell,RAM 8 GB,SSD 512 GB,24.190.000₫,22.990.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-14-7430-i5-n7430i58w1
Asus Gaming TUF Dash F15 FX517ZE i5 12450H (HN045W),Asus,RAM 8 GB,SSD 512 GB,24.990.000₫,20.490.000₫,Quà1.090.000₫,41,5.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w
MSI Modern 15 B7M R7 7730U (238VN),MSI,RAM 16 GB,SSD 512 GB,16.990.000₫,13.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-modern-15-b7m-r7-238vn?utm_flashsale=1
HP Probook 450 G10 i7 1355U (9H8H1PT),HP,RAM 16 GB,SSD 512 GB,26.990.000₫,24.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-9h8h1pt
MacBook Pro 14 inch M3,MacBook,RAM 8 GB,SSD 512 GB,39.990.000₫,39.390.000₫,Quà700.000₫,0,0.0,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023
MSI Gaming Stealth 14 AI Studio A1VFG Ultra 7 155H (085VN),MSI,RAM 32 GB,SSD 1 TB,51.990.000₫,49.990.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn
HP 15 fd1063TU Ultra 5 125H (9Z2Y1PA),HP,RAM 16 GB,SSD 512 GB,20.990.000₫,18.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa
MSI Gaming Stealth 16 AI Studio A1VGG Ultra 9 185H (089VN),MSI,RAM 32 GB,SSD 2 TB,64.990.000₫,60.490.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-gaming-stealth-16-ai-studio-a1vgg-ultra-9-089vn
Asus Zenbook 14 Flip OLED UP3404VA i7 1360P (KN039W),Asus,RAM 16 GB,SSD 512 GB,33.990.000₫,29.490.000₫,Quà1.090.000₫,11,4.5,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i7-kn039w
MSI Prestige 16 AI Studio B1VFG Ultra 9 185H (082VN),MSI,RAM 32 GB,SSD 1 TB,55.990.000₫,51.990.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-prestige-16-ai-studio-b1vfg-ultra-9-082vn
